preferred_name,cas,issue_type,recommended_action
generated_tertiary_amine_isopropyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_difluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_isopropyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_vinyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_vinyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_vinyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_vinyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_vinyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_vinyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_allyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_allyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_allyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_cyclopropyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_cyclopropyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_cyclopropyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoromethyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_n-butyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_vinyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_vinyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_vinyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_vinyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_vinyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_vinyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_allyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_allyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_allyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_cyclopropyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_cyclopropyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_cyclopropyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoromethyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_tert-butyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_vinyl,,identity_not_resolved; data_quality=Partial,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_allyl,,identity_not_resolved; data_quality=Partial,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_cyclopropyl,,identity_not_resolved; data_quality=Partial,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_vinyl_pentafluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_allyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_allyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_allyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_allyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_allyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_allyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_cyclopropyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_cyclopropyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_cyclopropyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_cyclopropyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_cyclopropyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_cyclopropyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoromethyl_pentafluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_difluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_vinyl_trifluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_allyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_allyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_allyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_allyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_allyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_allyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_cyclopropyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_cyclopropyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_cyclopropyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_cyclopropyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_cyclopropyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_cyclopropyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoromethyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoromethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoroethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_fluoroethyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoroethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_difluoroethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_allyl_trifluoromethyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_cyclopropyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_cyclopropyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_cyclopropyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_cyclopropyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_cyclopropyl_trifluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_cyclopropyl_trifluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=yes,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoromethyl_fluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoromethyl_difluoromethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoromethyl_fluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
generated_tertiary_amine_cyclopropyl_fluoromethyl_difluoroethyl,,identity_not_resolved; data_quality=Partial; pfas_flag=possible,"Review identity, property evidence, PFAS basis, and shortlisted reaction data before engineering release."
